사업소,호기,일자,황산화물(ppm)기준,황산화물(ppm)평균,질소산화물(ppm)기준,질소산화물(ppm)평균,먼지(㎎/S㎥)기준,먼지(㎎/S㎥)평균,월,NOX_일평균,SOX_일평균,먼지,산소,유량,온도
분당,5호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,3.7462068965517243,,,19.525172413793104,14192.433448275862,44.951034482758615
분당,6호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,11.596774193548388,,,18.209032258064518,26970.488709677422,59.203548387096774
분당,7호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,1.369032258064516,,,19.428709677419352,14503.810967741936,38.858064516129026
분당,8호기,202303,35.0,0.0,100.0,8.8,15.0,0.0,202303,11.36483870967742,,,18.495806451612903,25326.312580645164,57.86032258064516
삼천포,3A호기,202303,70.0,17.1,140.0,34.7,25.0,3.8,202303,95.95193548387095,18.418709677419354,48.97354838709678,18.12483870967742,14025.710322580646,31.56967741935484
삼천포,3B호기,202303,70.0,17.1,140.0,34.7,25.0,3.8,202303,35.06193548387097,11.899677419354838,93.50967741935484,18.148064516129033,10251.280322580646,31.281935483870967
삼천포,4A호기,202303,70.0,17.1,140.0,34.7,25.0,3.8,202303,60.99193548387097,16.34,500.6038709677419,16.760967741935485,21216.129032258064,40.31903225806452
삼천포,4B호기,202303,70.0,17.1,140.0,34.7,25.0,3.8,202303,37.90451612903226,6.4964516129032255,267.7625806451613,16.776451612903227,24349.42258064516,38.46225806451613
삼천포,5A호기,202303,140.0,7.6,140.0,3.5,25.0,1.0,202303,7.64,5.122903225806452,21.576451612903227,7.9316129032258065,68074.52387096775,65.02645161290323
삼천포,5B호기,202303,140.0,7.6,140.0,3.5,25.0,1.0,202303,6.269032258064517,6.313225806451613,4.808064516129033,7.91774193548387,57089.04258064516,72.59612903225806
삼천포,6A호기,202303,140.0,7.6,140.0,3.5,25.0,1.0,202303,6.485806451612904,7.274193548387097,15.064516129032258,7.197096774193548,61677.7535483871,82.27774193548387
삼천포,6B호기,202303,140.0,7.6,140.0,3.5,25.0,1.0,202303,4.828387096774194,7.6654838709677415,124.87096774193547,6.977741935483871,70981.0329032258,83.97354838709677
여수,1호기,202303,,2.7,,18.3,,2.4,202303,18.304193548387094,2.658709677419355,2.4096774193548387,6.449677419354838,87674.18419354838,86.88806451612902
영흥,1호기,202303,45.0,1.6,55.0,9.9,20.0,4.8,202303,0.10225806451612902,0.6416129032258064,139.56709677419354,20.749354838709678,206.36322580645162,5.4799999999999995
영흥,2호기,202303,45.0,1.6,55.0,9.9,20.0,4.8,202303,0.03225806451612903,0.0,178.61064516129034,20.83516129032258,122.42,6.0922580645161295
영흥,3호기,202303,25.0,14.3,15.0,11.8,5.0,1.5,202303,12.182903225806452,15.106451612903227,1.5103225806451612,4.652903225806452,200604.38,87.33838709677418
영흥,4호기,202303,25.0,14.3,15.0,11.8,5.0,1.5,202303,19.727096774193548,9.090645161290322,23.29,9.899999999999999,146559.83290322582,65.0841935483871
삼천포,5A호기,202303,25.0,7.7,15.0,9.7,5.0,2.3,202303,7.64,5.122903225806452,21.576451612903227,7.9316129032258065,68074.52387096775,65.02645161290323
삼천포,5B호기,202303,25.0,7.7,15.0,9.7,5.0,2.3,202303,6.269032258064517,6.313225806451613,4.808064516129033,7.91774193548387,57089.04258064516,72.59612903225806
삼천포,6A호기,202303,25.0,7.7,15.0,9.7,5.0,2.3,202303,6.485806451612904,7.274193548387097,15.064516129032258,7.197096774193548,61677.7535483871,82.27774193548387
삼천포,6B호기,202303,25.0,7.7,15.0,9.7,5.0,2.3,202303,4.828387096774194,7.6654838709677415,124.87096774193547,6.977741935483871,70981.0329032258,83.97354838709677
분당,1호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,9.258214285714287,,,15.447142857142856,57250.467500000006,125.30678571428572
분당,2호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,3.4289285714285715,,,19.40285714285714,13609.860357142856,52.87
분당,3호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,10.184642857142858,,,15.482857142857142,56768.19357142857,123.14750000000001
분당,4호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,2.87,,,20.19107142857143,6676.087500000001,33.221785714285716
분당,5호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,8.627857142857142,,,16.398214285714285,50071.3275,95.09714285714286
분당,6호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,9.090714285714286,,,16.023571428571426,48271.15107142857,104.31464285714286
분당,7호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,2.6207142857142856,,,19.21535714285714,17014.261071428573,44.85321428571429
분당,8호기,202302,35.0,0.0,100.0,9.7,15.0,0.0,202302,9.145357142857142,,,15.853571428571428,52453.11607142857,108.12464285714285
삼천포,3A호기,202302,70.0,19.3,140.0,34.8,25.0,4.1,202302,35.505714285714284,20.208214285714288,108.86107142857142,6.821785714285714,36745.48357142857,89.26964285714287
삼천포,3B호기,202302,70.0,19.3,140.0,34.8,25.0,4.1,202302,32.556428571428576,21.125357142857144,59.50428571428572,6.668571428571428,26784.844285714287,92.60000000000001
삼천포,4A호기,202302,70.0,19.3,140.0,34.8,25.0,4.1,202302,24.226428571428574,9.079642857142856,57.200714285714284,19.174642857142857,6315.459642857143,17.4775
삼천포,4B호기,202302,70.0,19.3,140.0,34.8,25.0,4.1,202302,24.141428571428573,6.753571428571428,277.3335714285714,19.199285714285715,6658.9175000000005,18.115357142857142
삼천포,5A호기,202302,140.0,8.6,140.0,2.8,25.0,1.0,202302,6.415357142857142,10.770714285714288,7.299642857142857,7.440714285714286,74128.46321428572,71.35428571428572
삼천포,5B호기,202302,140.0,8.6,140.0,2.8,25.0,1.0,202302,6.011071428571428,10.037142857142857,4.245357142857143,7.623928571428571,59185.92964285715,72.61928571428571
삼천포,6A호기,202302,140.0,8.6,140.0,2.8,25.0,1.0,202302,9.491785714285713,9.494642857142859,62.942142857142855,7.841785714285714,60390.474642857145,81.00285714285714
삼천포,6B호기,202302,140.0,8.6,140.0,2.8,25.0,1.0,202302,6.200714285714286,8.798571428571428,23.023214285714285,7.601785714285714,69325.00749999999,80.48857142857142
여수,1호기,202302,,2.1,,18.1,,2.3,202302,18.78607142857143,2.0707142857142857,25.74142857142857,7.8275,82795.36178571428,84.72142857142856
영흥,1호기,202302,45.0,1.4,55.0,9.5,20.0,4.3,202302,0.15392857142857141,0.3496428571428571,139.7567857142857,20.791428571428572,140.18964285714284,1.1303571428571428
영흥,2호기,202302,45.0,1.4,55.0,9.5,20.0,4.3,202302,0.0060714285714285705,0.0,252.02392857142857,20.889642857142857,96.37285714285714,1.625
영흥,3호기,202302,25.0,13.6,15.0,11.9,5.0,1.6,202302,11.429285714285713,12.493571428571428,20.25357142857143,7.1225000000000005,131474.4775,76.30821428571429
영흥,4호기,202302,25.0,13.6,15.0,11.9,5.0,1.6,202302,47.54964285714285,22.4725,44.42,15.885,57362.92444444444,36.98357142857143
삼천포,5A호기,202302,25.0,7.4,15.0,9.7,5.0,2.5,202302,6.415357142857142,10.770714285714288,7.299642857142857,7.440714285714286,74128.46321428572,71.35428571428572
삼천포,5B호기,202302,25.0,7.4,15.0,9.7,5.0,2.5,202302,6.011071428571428,10.037142857142857,4.245357142857143,7.623928571428571,59185.92964285715,72.61928571428571
삼천포,6A호기,202302,25.0,7.4,15.0,9.7,5.0,2.5,202302,9.491785714285713,9.494642857142859,62.942142857142855,7.841785714285714,60390.474642857145,81.00285714285714
삼천포,6B호기,202302,25.0,7.4,15.0,9.7,5.0,2.5,202302,6.200714285714286,8.798571428571428,23.023214285714285,7.601785714285714,69325.00749999999,80.48857142857142
분당,1호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,7.533225806451613,,,16.044516129032257,52068.92838709678,115.73967741935483
분당,2호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,5.156451612903226,,,18.779999999999998,19888.89322580645,66.08354838709678
분당,3호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,10.118387096774194,,,15.438709677419356,58028.93838709678,123.83903225806452
분당,4호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,4.78774193548387,,,19.194193548387098,17327.95451612903,47.59225806451612
분당,5호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,10.801612903225807,,,15.475806451612904,59967.40096774193,108.29645161290323
분당,6호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,7.854838709677419,,,15.615806451612904,53578.309677419355,112.83451612903225
분당,7호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,6.451935483870967,,,16.72483870967742,44319.13193548387,89.19258064516129
분당,8호기,202301,35.0,0.0,100.0,9.3,15.0,0.0,202301,8.495483870967742,,,15.781935483870969,55054.95129032258,110.5858064516129
삼천포,3A호기,202301,70.0,19.6,140.0,31.6,25.0,4.4,202301,42.26774193548387,22.536774193548386,24.273548387096774,7.701290322580645,67700.90225806453,86.16096774193548
삼천포,3B호기,202301,70.0,19.6,140.0,31.6,25.0,4.4,202301,35.94193548387097,21.317741935483873,13.73967741935484,7.481935483870967,69750.16612903225,88.92612903225806
삼천포,4A호기,202301,70.0,19.6,140.0,31.6,25.0,4.4,202301,31.936451612903223,21.162258064516127,11.388387096774194,8.166129032258064,64290.43387096774,79.32516129032258
삼천포,4B호기,202301,70.0,19.6,140.0,31.6,25.0,4.4,202301,31.919677419354837,9.63774193548387,49.056774193548385,7.958709677419355,72601.07967741936,76.25483870967743
삼천포,5A호기,202301,140.0,5.5,140.0,2.6,25.0,0.7,202301,8.644193548387095,6.137741935483871,14.567419354838709,8.829677419354839,64138.73741935483,66.18935483870968
삼천포,5B호기,202301,140.0,5.5,140.0,2.6,25.0,0.7,202301,7.3509677419354835,10.471290322580646,14.640645161290323,8.771935483870967,52455.37096774193,65.23451612903226
삼천포,6A호기,202301,140.0,5.5,140.0,2.6,25.0,0.7,202301,7.529032258064516,6.047741935483871,27.460322580645162,7.370645161290323,60906.97129032257,80.86806451612902
삼천포,6B호기,202301,140.0,5.5,140.0,2.6,25.0,0.7,202301,5.841935483870968,6.525806451612904,25.161935483870966,7.154516129032258,70901.22967741935,81.66870967741936
여수,1호기,202301,,1.3,,18.1,,2.6,202301,18.136451612903226,1.427741935483871,2.61741935483871,6.929032258064517,90039.05258064516,85.37387096774194
영흥,1호기,202301,45.0,1.6,55.0,9.7,20.0,4.9,202301,2.1229032258064517,0.23322580645161292,139.16967741935485,20.792258064516126,154.91935483870967,0.8116129032258065
영흥,2호기,202301,45.0,1.6,55.0,9.7,20.0,4.9,202301,0.0070967741935483875,0.0,276.19354838709677,20.894193548387097,90.37870967741935,1.062258064516129
영흥,3호기,202301,25.0,14.8,15.0,11.8,5.0,1.6,202301,11.703870967741935,13.774193548387096,13.226451612903228,5.668387096774193,190439.03451612903,83.48838709677419
영흥,4호기,202301,25.0,14.8,15.0,11.8,5.0,1.6,202301,71.25,6.945806451612903,102.34225806451613,20.86,2932.776451612903,1.1819354838709677
삼천포,5A호기,202301,25.0,7.7,15.0,9.6,5.0,2.1,202301,8.644193548387095,6.137741935483871,14.567419354838709,8.829677419354839,64138.73741935483,66.18935483870968
삼천포,5B호기,202301,25.0,7.7,15.0,9.6,5.0,2.1,202301,7.3509677419354835,10.471290322580646,14.640645161290323,8.771935483870967,52455.37096774193,65.23451612903226
삼천포,6A호기,202301,25.0,7.7,15.0,9.6,5.0,2.1,202301,7.529032258064516,6.047741935483871,27.460322580645162,7.370645161290323,60906.97129032257,80.86806451612902
삼천포,6B호기,202301,25.0,7.7,15.0,9.6,5.0,2.1,202301,5.841935483870968,6.525806451612904,25.161935483870966,7.154516129032258,70901.22967741935,81.66870967741936
